Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
80,17,21/02/2018 10:11:26,119710289,111010,0,3552320,0,32,32,32.0,0.0,0,0,0.0,0.0,29674.30811,927.3221285,1078.383636,21496.34966,677450,0,120000000,1078.383636,21496.34966,677450,0,0,0.0,0.0,0,0,0,0,0,0,888080,0,927.3221285,0.0,32,32,32.0,0.0,0.0,0,0,0,0,0,0,0,0,0,32.00028826,32.0,0.0,0,0,0,0,0,0,111010,3552320,0,0,-1,-1,111009,8,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-LOIC-UDP
80,17,21/02/2018 10:11:17,113999873,17,0,544,0,32,32,32.0,0.0,0,0,0.0,0.0,4.771935141,0.149122973,7124992.063,5952915.215,23000000,999981,114000000,7124992.063,5952915.215,23000000,999981,0,0.0,0.0,0,0,0,0,0,0,136,0,0.149122973,0.0,32,32,32.0,0.0,0.0,0,0,0,0,0,0,0,0,0,33.88235294,32.0,0.0,0,0,0,0,0,0,17,544,0,0,-1,-1,16,8,3661345.333,1162848.957,5004038,2979999,11600000.0,5313546.196,23000000,7005258,Benign
80,17,21/02/2018 10:11:17,114979841,16,0,512,0,32,32,32.0,0.0,0,0,0.0,0.0,4.452954497,0.139154828,7665322.733,7369502.499,27000000,980132,115000000,7665322.733,7369502.499,27000000,980132,0,0.0,0.0,0,0,0,0,0,0,128,0,0.139154828,0.0,32,32,32.0,0.0,0.0,0,0,0,0,0,0,0,0,0,34.0,32.0,0.0,0,0,0,0,0,0,16,512,0,0,-1,-1,15,8,1662318.667,1134287.243,2972076,1004383,11000000.0,6886970.734,27000000,5029387,Benign
80,17,21/02/2018 10:11:26,119598472,121468,0,3886976,0,32,32,32.0,0.0,0,0,0.0,0.0,32500.21455,1015.631705,984.6169906,19994.42231,733053,0,120000000,984.6169906,19994.42231,733053,0,0,0.0,0.0,0,0,0,0,0,0,971744,0,1015.631705,0.0,32,32,32.0,0.0,0.0,0,0,0,0,0,0,0,0,0,32.00026344,32.0,0.0,0,0,0,0,0,0,121468,3886976,0,0,-1,-1,121467,8,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-LOIC-UDP
80,17,21/02/2018 10:11:21,117007161,12,0,384,0,32,32,32.0,0.0,0,0,0.0,0.0,3.281850416,0.102557825,10600000.0,8161573.146,26000000,2995181,117000000,10600000.0,8161573.146,26000000,2995181,0,0.0,0.0,0,0,0,0,0,0,96,0,0.102557825,0.0,32,32,32.0,0.0,0.0,0,0,0,0,0,0,0,0,0,34.66666667,32.0,0.0,0,0,0,0,0,0,12,384,0,0,-1,-1,11,8,7011398.0,0.0,7011398,7011398,12200000.0,8225552.13,26000000,6000019,Benign
80,17,21/02/2018 10:11:23,110011166,15,0,480,0,32,32,32.0,0.0,0,0,0.0,0.0,4.36319346,0.136349796,7857940.429,10600000.0,43000000,1000027,110000000,7857940.429,10600000.0,43000000,1000027,0,0.0,0.0,0,0,0,0,0,0,120,0,0.136349796,0.0,32,32,32.0,0.0,0.0,0,0,0,0,0,0,0,0,0,34.13333333,32.0,0.0,0,0,0,0,0,0,15,480,0,0,-1,-1,14,8,7751041.25,2083187.506,10000000,4963963,15800000.0,15400000.0,43000000,7000057,Benign
80,17,21/02/2018 10:11:27,105007906,12,0,384,0,32,32,32.0,0.0,0,0,0.0,0.0,3.656867512,0.11427711,9546173.273,4921995.931,15100000,1960087,105000000,9546173.273,4921995.931,15100000,1960087,0,0.0,0.0,0,0,0,0,0,0,96,0,0.11427711,0.0,32,32,32.0,0.0,0.0,0,0,0,0,0,0,0,0,0,34.66666667,32.0,0.0,0,0,0,0,0,0,12,384,0,0,-1,-1,11,8,2474480.0,727461.557,2988873,1960087,11100000.0,3864702.35,15100000,5999889,Benign
80,17,21/02/2018 10:11:27,119710850,108980,0,3487360,0,32,32,32.0,0.0,0,0,0.0,0.0,29131.52818,910.3602556,1098.476312,21097.04712,726973,0,120000000,1098.476312,21097.04712,726973,0,0,0.0,0.0,0,0,0,0,0,0,871840,0,910.3602556,0.0,32,32,32.0,0.0,0.0,0,0,0,0,0,0,0,0,0,32.00029363,32.0,0.0,0,0,0,0,0,0,108980,3487360,0,0,-1,-1,108979,8,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-LOIC-UDP
80,17,21/02/2018 10:11:27,119517066,89913,0,2877216,0,32,32,32.0,0.0,0,0,0.0,0.0,24073.68333,752.3026042,1329.267128,28066.98841,807993,0,120000000,1329.267128,28066.98841,807993,0,0,0.0,0.0,0,0,0,0,0,0,719304,0,752.3026042,0.0,32,32,32.0,0.0,0.0,0,0,0,0,0,0,0,0,0,32.0003559,32.0,0.0,0,0,0,0,0,0,89913,2877216,0,0,-1,-1,89912,8,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-LOIC-UDP
80,17,21/02/2018 10:11:18,115988120,24,0,768,0,32,32,32.0,0.0,0,0,0.0,0.0,6.621367775,0.206917743,5042961.739,6450409.486,26000000,979890,116000000,5042961.739,6450409.486,26000000,979890,0,0.0,0.0,0,0,0,0,0,0,192,0,0.206917743,0.0,32,32,32.0,0.0,0.0,0,0,0,0,0,0,0,0,0,33.33333333,32.0,0.0,0,0,0,0,0,0,24,768,0,0,-1,-1,23,8,4389916.0,2960150.671,8968018,979901,13300000.0,6033830.667,26000000,6968044,Benign
80,17,21/02/2018 10:11:28,119921321,123581,0,3954592,0,32,32,32.0,0.0,0,0,0.0,0.0,32976.55469,1030.517334,970.3942466,19761.98,728506,0,120000000,970.3942466,19761.98,728506,0,0,0.0,0.0,0,0,0,0,0,0,988648,0,1030.517334,0.0,32,32,32.0,0.0,0.0,0,0,0,0,0,0,0,0,0,32.00025894,32.0,0.0,0,0,0,0,0,0,123581,3954592,0,0,-1,-1,123580,8,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-LOIC-UDP
80,17,21/02/2018 10:11:26,115006494,10,0,320,0,32,32,32.0,0.0,0,0,0.0,0.0,2.782451572,0.086951612,12800000.0,8793955.136,26000000,999984,115000000,12800000.0,8793955.136,26000000,999984,0,0.0,0.0,0,0,0,0,0,0,80,0,0.086951612,0.0,32,32,32.0,0.0,0.0,0,0,0,0,0,0,0,0,0,35.2,32.0,0.0,0,0,0,0,0,0,10,320,0,0,-1,-1,9,8,1490070.5,693086.975,1980157,999984,16000000.0,6958390.587,26000000,7000080,Benign
80,17,21/02/2018 10:11:25,111000104,26,0,832,0,32,32,32.0,0.0,0,0,0.0,0.0,7.495488473,0.234234015,4440004.16,5413650.192,22000000,967709,111000000,4440004.16,5413650.192,22000000,967709,0,0.0,0.0,0,0,0,0,0,0,208,0,0.234234015,0.0,32,32,32.0,0.0,0.0,0,0,0,0,0,0,0,0,0,33.23076923,32.0,0.0,0,0,0,0,0,0,26,832,0,0,-1,-1,25,8,3156577.167,3052424.953,7972073,967709,10900000.0,5233416.696,22000000,5011788,Benign
80,17,21/02/2018 10:11:29,119511793,76035,0,2433120,0,32,32,32.0,0.0,0,0,0.0,0.0,20358.82768,636.2133652,1571.820409,30473.25929,821275,0,120000000,1571.820409,30473.25929,821275,0,0,0.0,0.0,0,0,0,0,0,0,608280,0,636.2133652,0.0,32,32,32.0,0.0,0.0,0,0,0,0,0,0,0,0,0,32.00042086,32.0,0.0,0,0,0,0,0,0,76035,2433120,0,0,-1,-1,76034,8,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-LOIC-UDP
80,17,21/02/2018 10:11:29,119999959,112871,0,3611872,0,32,32,32.0,0.0,0,0,0.0,0.0,30098.94362,940.591988,1063.169655,20645.18483,696103,0,120000000,1063.169655,20645.18483,696103,0,0,0.0,0.0,0,0,0,0,0,0,902968,0,940.591988,0.0,32,32,32.0,0.0,0.0,0,0,0,0,0,0,0,0,0,32.00028351,32.0,0.0,0,0,0,0,0,0,112871,3611872,0,0,-1,-1,112870,8,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-LOIC-UDP
80,17,21/02/2018 10:11:05,114951676,14,0,448,0,32,32,32.0,0.0,0,0,0.0,0.0,3.897289849,0.121790308,8842436.615,9018955.513,30000000,958907,115000000,8842436.615,9018955.513,30000000,958907,0,0.0,0.0,0,0,0,0,0,0,112,0,0.121790308,0.0,32,32,32.0,0.0,0.0,0,0,0,0,0,0,0,0,0,34.28571429,32.0,0.0,0,0,0,0,0,0,14,448,0,0,-1,-1,13,8,3989193.333,2621518.762,6961379,2006165,14700000.0,8674613.579,30000000,8001789,Benign
80,17,21/02/2018 10:11:22,111991823,6,0,192,0,32,32,32.0,0.0,0,0,0.0,0.0,1.714410882,0.05357534,22400000.0,21000000.0,49000000,2988117,112000000,22400000.0,21000000.0,49000000,2988117,0,0.0,0.0,0,0,0,0,0,0,48,0,0.05357534,0.0,32,32,32.0,0.0,0.0,0,0,0,0,0,0,0,0,0,37.33333333,32.0,0.0,0,0,0,0,0,0,6,192,0,0,-1,-1,5,8,0.0,0.0,0,0,35300000.0,15800000.0,49000000,18000000,Benign
80,17,21/02/2018 10:11:29,119525275,87639,0,2804448,0,32,32,32.0,0.0,0,0,0.0,0.0,23463.22148,733.2256713,1363.852153,28427.93086,817523,0,120000000,1363.852153,28427.93086,817523,0,0,0.0,0.0,0,0,0,0,0,0,701112,0,733.2256713,0.0,32,32,32.0,0.0,0.0,0,0,0,0,0,0,0,0,0,32.00036513,32.0,0.0,0,0,0,0,0,0,87639,2804448,0,0,-1,-1,87638,8,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-LOIC-UDP
80,17,21/02/2018 10:11:06,105000128,12,0,384,0,32,32,32.0,0.0,0,0,0.0,0.0,3.657138399,0.114285575,9545466.182,5909038.141,18000000,988763,105000000,9545466.182,5909038.141,18000000,988763,0,0.0,0.0,0,0,0,0,0,0,96,0,0.114285575,0.0,32,32,32.0,0.0,0.0,0,0,0,0,0,0,0,0,0,34.66666667,32.0,0.0,0,0,0,0,0,0,12,384,0,0,-1,-1,11,8,1995900.0,1005692.625,3000142,988763,12400000.0,4000646.204,18000000,6984044,Benign
80,17,21/02/2018 10:11:27,110015350,14,0,448,0,32,32,32.0,0.0,0,0,0.0,0.0,4.072159021,0.127254969,8462719.231,7464390.109,22000000,999823,110000000,8462719.231,7464390.109,22000000,999823,0,0.0,0.0,0,0,0,0,0,0,112,0,0.127254969,0.0,32,32,32.0,0.0,0.0,0,0,0,0,0,0,0,0,0,34.28571429,32.0,0.0,0,0,0,0,0,0,14,448,0,0,-1,-1,13,8,1990697.333,16181.10955,2000048,1972013,13000000.0,5838548.244,22000000,5924065,Benign
80,17,21/02/2018 10:11:30,119760907,111183,0,3557856,0,32,32,32.0,0.0,0,0,0.0,0.0,29707.99144,928.3747325,1077.160934,20772.08479,694779,0,120000000,1077.160934,20772.08479,694779,0,0,0.0,0.0,0,0,0,0,0,0,889464,0,928.3747325,0.0,32,32,32.0,0.0,0.0,0,0,0,0,0,0,0,0,0,32.00028781,32.0,0.0,0,0,0,0,0,0,111183,3557856,0,0,-1,-1,111182,8,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-LOIC-UDP
80,17,21/02/2018 10:11:28,116995904,13,0,416,0,32,32,32.0,0.0,0,0,0.0,0.0,3.555680035,0.111115001,9749658.667,7345209.023,26000000,2983968,117000000,9749658.667,7345209.023,26000000,2983968,0,0.0,0.0,0,0,0,0,0,0,104,0,0.111115001,0.0,32,32,32.0,0.0,0.0,0,0,0,0,0,0,0,0,0,34.46153846,32.0,0.0,0,0,0,0,0,0,13,416,0,0,-1,-1,12,8,5645301.0,1162885.557,6987989,4960010,13600000.0,7566006.798,26000000,5000122,Benign
80,17,21/02/2018 10:11:12,108985834,7,0,224,0,32,32,32.0,0.0,0,0,0.0,0.0,2.055312987,0.064228531,18200000.0,20400000.0,59000000,3008541,109000000,18200000.0,20400000.0,59000000,3008541,0,0.0,0.0,0,0,0,0,0,0,56,0,0.064228531,0.0,32,32,32.0,0.0,0.0,0,0,0,0,0,0,0,0,0,36.57142857,32.0,0.0,0,0,0,0,0,0,7,224,0,0,-1,-1,6,8,3008541.0,0.0,3008541,3008541,21200000.0,21200000.0,59000000,9991957,Benign
80,17,21/02/2018 10:11:28,111007966,9,0,288,0,32,32,32.0,0.0,0,0,0.0,0.0,2.594408405,0.081075263,13900000.0,15500000.0,49000000,1000034,111000000,13900000.0,15500000.0,49000000,1000034,0,0.0,0.0,0,0,0,0,0,0,72,0,0.081075263,0.0,32,32,32.0,0.0,0.0,0,0,0,0,0,0,0,0,0,35.55555556,32.0,0.0,0,0,0,0,0,0,9,288,0,0,-1,-1,8,8,1007927.0,0.0,1007927,1007927,18200000.0,15700000.0,49000000,6000029,Benign
80,17,21/02/2018 10:11:31,119573348,80311,0,2569952,0,32,32,32.0,0.0,0,0,0.0,0.0,21492.68247,671.6463271,1488.897373,29740.3786,808094,1,120000000,1488.897373,29740.3786,808094,1,0,0.0,0.0,0,0,0,0,0,0,642488,0,671.6463271,0.0,32,32,32.0,0.0,0.0,0,0,0,0,0,0,0,0,0,32.00039845,32.0,0.0,0,0,0,0,0,0,80311,2569952,0,0,-1,-1,80310,8,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-LOIC-UDP
80,17,21/02/2018 10:11:31,119979264,119416,0,3821312,0,32,32,32.0,0.0,0,0,0.0,0.0,31849.77031,995.3053221,1004.725236,20029.12537,717147,1,120000000,1004.725236,20029.12537,717147,1,0,0.0,0.0,0,0,0,0,0,0,955328,0,995.3053221,0.0,32,32,32.0,0.0,0.0,0,0,0,0,0,0,0,0,0,32.00026797,32.0,0.0,0,0,0,0,0,0,119416,3821312,0,0,-1,-1,119415,8,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-LOIC-UDP
80,17,21/02/2018 10:11:26,107998945,13,0,416,0,32,32,32.0,0.0,0,0,0.0,0.0,3.851889479,0.120371546,8999912.083,8513047.686,25000000,1983816,108000000,8999912.083,8513047.686,25000000,1983816,0,0.0,0.0,0,0,0,0,0,0,104,0,0.120371546,0.0,32,32,32.0,0.0,0.0,0,0,0,0,0,0,0,0,0,34.46153846,32.0,0.0,0,0,0,0,0,0,13,416,0,0,-1,-1,12,8,6005602.0,5631679.834,9987801,2023403,15000000.0,8475462.638,25000000,6024171,Benign
80,17,21/02/2018 10:11:30,115994896,13,0,416,0,32,32,32.0,0.0,0,0,0.0,0.0,3.586364697,0.112073897,9666241.333,10100000.0,39000000,4000041,116000000,9666241.333,10100000.0,39000000,4000041,0,0.0,0.0,0,0,0,0,0,0,104,0,0.112073897,0.0,32,32,32.0,0.0,0.0,0,0,0,0,0,0,0,0,0,34.46153846,32.0,0.0,0,0,0,0,0,0,13,416,0,0,-1,-1,12,8,7007964.333,2615475.223,8975836,4040012,13600000.0,12000000.0,39000000,5000041,Benign
80,17,21/02/2018 10:11:32,119598548,90930,0,2909760,0,32,32,32.0,0.0,0,0,0.0,0.0,24329.39236,760.2935113,1315.295978,27901.36157,806842,0,120000000,1315.295978,27901.36157,806842,0,0,0.0,0.0,0,0,0,0,0,0,727440,0,760.2935113,0.0,32,32,32.0,0.0,0.0,0,0,0,0,0,0,0,0,0,32.00035192,32.0,0.0,0,0,0,0,0,0,90930,2909760,0,0,-1,-1,90929,8,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-LOIC-UDP
80,17,21/02/2018 10:11:32,119994879,113889,0,3644448,0,32,32,32.0,0.0,0,0,0.0,0.0,30371.69611,949.1155035,1053.621795,20472.92806,697187,0,120000000,1053.621795,20472.92806,697187,0,0,0.0,0.0,0,0,0,0,0,0,911112,0,949.1155035,0.0,32,32,32.0,0.0,0.0,0,0,0,0,0,0,0,0,0,32.00028098,32.0,0.0,0,0,0,0,0,0,113889,3644448,0,0,-1,-1,113888,8,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-LOIC-UDP
80,17,21/02/2018 10:11:27,118003477,15,0,480,0,32,32,32.0,0.0,0,0,0.0,0.0,4.067676752,0.127114898,8428819.786,5571584.537,21000000,980249,118000000,8428819.786,5571584.537,21000000,980249,0,0.0,0.0,0,0,0,0,0,0,120,0,0.127114898,0.0,32,32,32.0,0.0,0.0,0,0,0,0,0,0,0,0,0,34.13333333,32.0,0.0,0,0,0,0,0,0,15,480,0,0,-1,-1,14,8,2980024.0,0.0,2980024,2980024,10500000.0,4387022.347,21000000,6016067,Benign
80,17,21/02/2018 10:11:24,72004031,11,0,352,0,32,32,32.0,0.0,0,0,0.0,0.0,4.888615194,0.152769225,7200403.1,5417840.404,20000000,1986046,72000000,7200403.1,5417840.404,20000000,1986046,0,0.0,0.0,0,0,0,0,0,0,88,0,0.152769225,0.0,32,32,32.0,0.0,0.0,0,0,0,0,0,0,0,0,0,34.90909091,32.0,0.0,0,0,0,0,0,0,11,352,0,0,-1,-1,10,8,1986046.0,0.0,1986046,1986046,9145418.714,5404003.345,20000000,5000062,Benign
80,17,21/02/2018 10:11:33,119605929,78301,0,2505632,0,32,32,32.0,0.0,0,0,0.0,0.0,20949.06181,654.6581817,1527.534215,30061.86553,807883,0,120000000,1527.534215,30061.86553,807883,0,0,0.0,0.0,0,0,0,0,0,0,626408,0,654.6581817,0.0,32,32,32.0,0.0,0.0,0,0,0,0,0,0,0,0,0,32.00040868,32.0,0.0,0,0,0,0,0,0,78301,2505632,0,0,-1,-1,78300,8,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-LOIC-UDP
80,17,21/02/2018 10:11:32,115998104,13,0,416,0,32,32,32.0,0.0,0,0,0.0,0.0,3.586265513,0.112070797,9666508.667,6636889.845,22000000,2000054,116000000,9666508.667,6636889.845,22000000,2000054,0,0.0,0.0,0,0,0,0,0,0,104,0,0.112070797,0.0,32,32,32.0,0.0,0.0,0,0,0,0,0,0,0,0,0,34.46153846,32.0,0.0,0,0,0,0,0,0,13,416,0,0,-1,-1,12,8,4748612.75,2979881.063,8988081,2000054,13900000.0,5548137.949,22000000,5999936,Benign
80,17,21/02/2018 10:11:34,119539231,80154,0,2564928,0,32,32,32.0,0.0,0,0,0.0,0.0,21456.78852,670.5246414,1491.388108,29752.31989,808315,1,120000000,1491.388108,29752.31989,808315,1,0,0.0,0.0,0,0,0,0,0,0,641232,0,670.5246414,0.0,32,32,32.0,0.0,0.0,0,0,0,0,0,0,0,0,0,32.00039923,32.0,0.0,0,0,0,0,0,0,80154,2564928,0,0,-1,-1,80153,8,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-LOIC-UDP
80,17,21/02/2018 10:11:35,119624671,108107,0,3459424,0,32,32,32.0,0.0,0,0,0.0,0.0,28918.98445,903.7182639,1106.549784,21455.99198,1174039,0,120000000,1106.549784,21455.99198,1174039,0,0,0.0,0.0,0,0,0,0,0,0,864856,0,903.7182639,0.0,32,32,32.0,0.0,0.0,0,0,0,0,0,0,0,0,0,32.000296,32.0,0.0,0,0,0,0,0,0,108107,3459424,0,0,-1,-1,108106,8,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-LOIC-UDP
80,17,21/02/2018 10:11:34,103983003,11,0,352,0,32,32,32.0,0.0,0,0,0.0,0.0,3.385168632,0.10578652,10400000.0,10100000.0,30000000,977050,104000000,10400000.0,10100000.0,30000000,977050,0,0.0,0.0,0,0,0,0,0,0,88,0,0.10578652,0.0,32,32,32.0,0.0,0.0,0,0,0,0,0,0,0,0,0,34.90909091,32.0,0.0,0,0,0,0,0,0,11,352,0,0,-1,-1,10,8,3316407.667,4049285.074,7992119,977050,15700000.0,9932586.668,30000000,7008084,Benign
80,17,21/02/2018 10:11:20,112999734,13,0,416,0,32,32,32.0,0.0,0,0,0.0,0.0,3.681424595,0.115044519,9416644.5,5230937.105,19000000,2983967,113000000,9416644.5,5230937.105,19000000,2983967,0,0.0,0.0,0,0,0,0,0,0,104,0,0.115044519,0.0,32,32,32.0,0.0,0.0,0,0,0,0,0,0,0,0,0,34.46153846,32.0,0.0,0,0,0,0,0,0,13,416,0,0,-1,-1,12,8,3497927.0,726849.2025,4011887,2983967,10600000.0,4903360.558,19000000,5000016,Benign
80,17,21/02/2018 10:11:35,119721034,90016,0,2880512,0,32,32,32.0,0.0,0,0,0.0,0.0,24060.19981,751.8812442,1330.012042,28084.10482,822393,0,120000000,1330.012042,28084.10482,822393,0,0,0.0,0.0,0,0,0,0,0,0,720128,0,751.8812442,0.0,32,32,32.0,0.0,0.0,0,0,0,0,0,0,0,0,0,32.00035549,32.0,0.0,0,0,0,0,0,0,90016,2880512,0,0,-1,-1,90015,8,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-LOIC-UDP
80,17,21/02/2018 10:11:28,119991905,17,0,544,0,32,32,32.0,0.0,0,0,0.0,0.0,4.533639165,0.141676224,7499494.063,6671267.665,26000000,999819,120000000,7499494.063,6671267.665,26000000,999819,0,0.0,0.0,0,0,0,0,0,0,136,0,0.141676224,0.0,32,32,32.0,0.0,0.0,0,0,0,0,0,0,0,0,0,33.88235294,32.0,0.0,0,0,0,0,0,0,17,544,0,0,-1,-1,16,8,3335877.0,4046007.467,8007804,999896,11000000.0,6090464.153,26000000,6986859,Benign
80,17,21/02/2018 10:10:57,116015819,14,0,448,0,32,32,32.0,0.0,0,0,0.0,0.0,3.861542364,0.120673199,8924293.769,10100000.0,34000000,2004119,116000000,8924293.769,10100000.0,34000000,2004119,0,0.0,0.0,0,0,0,0,0,0,112,0,0.120673199,0.0,32,32,32.0,0.0,0.0,0,0,0,0,0,0,0,0,0,34.28571429,32.0,0.0,0,0,0,0,0,0,14,448,0,0,-1,-1,13,8,8006855.667,7201622.493,16000000,2004119,15300000.0,12300000.0,34000000,5977878,Benign
80,17,21/02/2018 10:11:36,119635837,124233,0,3975456,0,32,32,32.0,0.0,0,0,0.0,0.0,33229.64172,1038.426304,963.0033888,19983.29483,1168452,0,120000000,963.0033888,19983.29483,1168452,0,0,0.0,0.0,0,0,0,0,0,0,993864,0,1038.426304,0.0,32,32,32.0,0.0,0.0,0,0,0,0,0,0,0,0,0,32.00025758,32.0,0.0,0,0,0,0,0,0,124233,3975456,0,0,-1,-1,124232,8,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-LOIC-UDP
80,17,21/02/2018 10:11:25,119991827,11,0,352,0,32,32,32.0,0.0,0,0,0.0,0.0,2.933533131,0.09167291,12000000.0,12800000.0,38000000,2980088,120000000,12000000.0,12800000.0,38000000,2980088,0,0.0,0.0,0,0,0,0,0,0,88,0,0.09167291,0.0,32,32,32.0,0.0,0.0,0,0,0,0,0,0,0,0,0,34.90909091,32.0,0.0,0,0,0,0,0,0,11,352,0,0,-1,-1,10,8,6979983.0,0.0,6979983,6979983,17700000.0,14000000.0,38000000,6984042,Benign
80,17,21/02/2018 10:11:36,119283929,77227,0,2471264,0,32,32,32.0,0.0,0,0,0.0,0.0,20717.4933,647.4216657,1544.608409,30295.51138,808006,0,119000000,1544.608409,30295.51138,808006,0,0,0.0,0.0,0,0,0,0,0,0,617816,0,647.4216657,0.0,32,32,32.0,0.0,0.0,0,0,0,0,0,0,0,0,0,32.00041436,32.0,0.0,0,0,0,0,0,0,77227,2471264,0,0,-1,-1,77226,8,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-LOIC-UDP
80,17,21/02/2018 10:11:33,119004020,8,0,256,0,32,32,32.0,0.0,0,0,0.0,0.0,2.151187834,0.06722462,17000000.0,12100000.0,36000000,5004081,119000000,17000000.0,12100000.0,36000000,5004081,0,0.0,0.0,0,0,0,0,0,0,64,0,0.06722462,0.0,32,32,32.0,0.0,0.0,0,0,0,0,0,0,0,0,0,36.0,32.0,0.0,0,0,0,0,0,0,8,256,0,0,-1,-1,7,8,0.0,0.0,0,0,17000000.0,12100000.0,36000000,5004081,Benign
80,17,21/02/2018 10:11:37,119999825,111933,0,3581856,0,32,32,32.0,0.0,0,0,0.0,0.0,29848.84353,932.7763603,1072.077913,21119.97298,1098343,0,120000000,1072.077913,21119.97298,1098343,0,0,0.0,0.0,0,0,0,0,0,0,895464,0,932.7763603,0.0,32,32,32.0,0.0,0.0,0,0,0,0,0,0,0,0,0,32.00028589,32.0,0.0,0,0,0,0,0,0,111933,3581856,0,0,-1,-1,111932,8,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-LOIC-UDP
80,17,21/02/2018 10:11:36,111015641,11,0,352,0,32,32,32.0,0.0,0,0,0.0,0.0,3.170724385,0.099085137,11100000.0,4586469.088,18000000,4964018,111000000,11100000.0,4586469.088,18000000,4964018,0,0.0,0.0,0,0,0,0,0,0,88,0,0.099085137,0.0,32,32,32.0,0.0,0.0,0,0,0,0,0,0,0,0,0,34.90909091,32.0,0.0,0,0,0,0,0,0,11,352,0,0,-1,-1,10,8,4964018.0,0.0,4964018,4964018,11800000.0,4293400.739,18000000,5024136,Benign
80,17,21/02/2018 10:11:37,119269111,85373,0,2731936,0,32,32,32.0,0.0,0,0,0.0,0.0,22905.6457,715.8014283,1397.051855,28870.78346,815241,1,119000000,1397.051855,28870.78346,815241,1,0,0.0,0.0,0,0,0,0,0,0,682984,0,715.8014283,0.0,32,32,32.0,0.0,0.0,0,0,0,0,0,0,0,0,0,32.00037483,32.0,0.0,0,0,0,0,0,0,85373,2731936,0,0,-1,-1,85372,8,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-LOIC-UDP
80,17,21/02/2018 10:11:38,119704722,127615,0,4083680,0,32,32,32.0,0.0,0,0,0.0,0.0,34114.61078,1066.081587,938.0218628,19636.56339,745338,0,120000000,938.0218628,19636.56339,745338,0,0,0.0,0.0,0,0,0,0,0,0,1020920,0,1066.081587,0.0,32,32,32.0,0.0,0.0,0,0,0,0,0,0,0,0,0,32.00025075,32.0,0.0,0,0,0,0,0,0,127615,4083680,0,0,-1,-1,127614,8,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-LOIC-UDP
